objid,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,plate,mjd,fiberid,x_coord,y_coord,z_coord
1.23767e+18,18.98967,17.61911,16.87927,16.49484,16.253829999999997,4623,301,1,66,2.35546e+18,GALAXY,2092,53460,286,-226.96808989846957,53.4350210694067,134.97422763081357
1.23766e+18,19.12872,18.113139999999998,17.68045,17.49438,17.45504,2728,301,3,396,1.67539e+18,STAR,1488,52965,179,-4.879420163113473,0.2195502500665038,0.004899558522476486
1.23767e+18,18.43262,16.49132,15.632639999999999,15.298979999999998,15.110479999999999,4828,301,4,185,2.85314e+18,STAR,2534,53917,388,-0.05836547888608896,0.5017411754771196,-0.20410040470522886
1.23766e+18,16.91029,15.409479999999999,14.908539999999999,14.9685,14.609820000000001,4135,301,4,298,3.15377e+18,STAR,2801,54331,444,-0.47731071183402385,-0.01071217593545206,-0.23327112879201284
1.23766e+18,19.16669,18.232020000000002,17.980079999999997,17.889689999999998,17.87593,2299,301,5,299,3.85975e+18,STAR,3428,54979,616,1.1236312478547026,2.2830046412307015,-2.645239228505816
1.23765e+18,18.42304,17.20055,16.76905,16.541629999999998,16.39164,1462,301,3,414,5.85544e+17,GALAXY,520,52288,276,-129.13754733726134,-16.71018505775977,4.9963181672212436
1.23766e+18,18.72048,18.84894,18.5688,18.57319,18.71544,3647,301,3,151,1.61575e+18,QSO,1435,52996,289,-2799.612572552886,897.9176622053403,2466.2349270812174
1.23765e+18,18.42178,16.67837,15.992939999999999,15.705829999999999,15.538529999999998,2125,301,1,206,3.5512e+18,STAR,3154,54821,412,0.6874797694878438,-0.4008686731210433,-0.0394796883839995
1.23766e+18,19.26001,18.99466,18.90389,18.680989999999998,18.75143,3605,301,3,53,1.42217e+18,QSO,1263,52708,561,-2093.7917008229474,3937.055459669247,1726.0638974136252
1.23767e+18,17.98515,16.880329999999997,16.40126,16.07994,15.9224,4674,301,3,71,2.39598e+18,GALAXY,2128,53800,236,-199.9699372171447,-132.76899068217884,108.44212957758205
1.23765e+18,18.27637,17.46462,17.243920000000003,16.99006,16.97956,2125,301,6,304,6.53123e+17,GALAXY,580,52368,366,-217.5375878859683,60.969528599514256,22.550227927178906
1.23766e+18,17.47917,16.14712,15.531270000000001,15.195910000000001,14.96323,3187,301,1,39,1.18237e+18,GALAXY,1050,52721,625,-70.78796010359231,-85.87771839181241,116.24418665153124
1.23767e+18,19.21525,17.86362,17.57927,17.465999999999998,17.78271,4649,301,3,267,2.41957e+18,GALAXY,2149,54509,43,-59.26919271814663,-59.37525875961644,36.52881036145579
1.23765e+18,17.46526,16.574820000000003,16.256829999999997,16.12339,16.064770000000003,2190,301,1,279,6.62054e+17,STAR,588,52045,90,0.9553682098155422,0.9127425002283293,-0.06779732418674236
1.23765e+18,17.51687,16.394289999999998,15.8649,15.621279999999999,15.521170000000001,2125,301,2,311,3.65138e+18,STAR,3243,54910,332,-0.5821561173728159,0.15153188641546128,0.041046582579619934
1.23766e+18,19.45373,16.635379999999998,15.452010000000001,14.95478,14.68414,3438,301,2,136,3.58374e+18,STAR,3183,54833,11,-1.0458538817053773,-1.2614931728919252,0.023278935621143273
1.23766e+18,19.351879999999998,18.28725,17.98815,17.87515,17.81859,2662,301,1,109,1.66184e+18,STAR,1476,52964,56,-1.3280703973770163,0.6445584156378406,0.022765747854084424
1.23765e+18,19.18218,18.04405,17.54917,17.32915,17.254070000000002,2207,301,5,100,2.45574e+18,STAR,2181,53524,555,0.3111603043670054,1.1793260195213036,-1.0384028212970633
1.23766e+18,19.20555,19.092760000000002,19.254360000000002,19.09079,18.80649,3893,301,5,265,9.44545e+18,QSO,8389,57488,993,-1070.113775600696,-458.4577634598865,1042.3597075341058
1.23768e+18,18.63781,18.503020000000003,18.21785,18.16742,18.17308,8108,301,5,214,8.55691e+18,QSO,7600,56984,270,3525.4589500462953,-274.62529789719116,1480.317461277856
1.23766e+18,19.16801,17.60003,16.68835,16.16175,15.777079999999998,4263,301,1,356,2.96792e+18,GALAXY,2636,54082,182,247.92283720542528,180.58355869203078,-6.189605921230548
1.23765e+18,18.286179999999998,17.12204,16.7304,16.59359,16.54273,1359,301,5,51,3.98713e+17,STAR,354,51792,525,0.11160457419354798,0.785534725147474,-1.4601439203608275
1.23767e+18,19.135479999999998,18.55482,17.95603,17.68272,17.63717,5322,301,3,56,6.15425e+18,QSO,5466,56033,304,-3803.866265342479,-2965.4965449020465,1257.1110356934262
1.23766e+18,19.19764,17.253970000000002,16.261879999999998,15.801689999999999,15.431610000000001,3893,301,2,307,1.55268e+18,GALAXY,1379,53084,231,-289.9119574413595,-172.99433367623976,272.7140457674416
1.23766e+18,19.376910000000002,19.287370000000003,19.28075,19.03728,18.980439999999998,3704,301,4,113,1.79701e+18,QSO,1596,52998,271,-3521.553668208283,2144.324773794272,3067.347542249482
1.23766e+18,18.25467,17.22079,16.81549,16.6601,16.57891,2247,301,5,180,3.66272e+18,STAR,3253,54941,606,1.0438145193577595,0.142421760467746,-0.10216819129910078
1.23766e+18,18.41637,16.97889,16.458479999999998,16.15109,15.916360000000001,2989,301,3,60,1.07639e+18,GALAXY,956,52401,117,-135.7592839676713,-24.766719037101275,236.74209533508048
1.23765e+18,18.93194,17.664,17.05555,16.62369,16.45145,1907,301,4,229,5.67585e+17,GALAXY,504,52316,478,-383.9892029896293,163.7223828546528,19.115136071184395
1.23768e+18,18.77338,17.534979999999997,17.06426,16.8882,16.81831,7712,301,1,165,1.28139e+18,STAR,1138,53228,405,0.07827101712469657,-0.03573466452109054,0.0018480821308755639
1.23766e+18,19.46837,18.66553,18.709789999999998,18.6262,18.335820000000002,2986,301,2,121,4.30109e+18,QSO,3820,55542,548,-4416.439987957079,4152.305494995627,443.4431109105108
1.23766e+18,18.51705,18.316589999999998,18.3336,18.1628,18.18453,3842,301,2,115,2.02101e+18,QSO,1795,54507,66,-4718.593564752328,-1568.0839556903375,586.4043957154555
1.23766e+18,18.78925,18.2732,17.71548,17.30177,17.101229999999997,3958,301,5,62,1.59555e+18,QSO,1417,53141,552,-285.82883167955447,-482.2007012792202,399.70734037644274
1.23767e+18,19.37699,18.83325,18.60245,18.42822,18.146739999999998,5935,301,3,274,2.91723e+18,QSO,2591,54140,67,-5259.384658316433,2149.1175860588346,1801.2178527758583
1.23768e+18,18.869510000000002,17.865560000000002,17.54164,17.41009,17.40609,7908,301,2,155,7.948e+18,STAR,7059,56592,980,-0.24543546006840272,-0.2462505863246557,0.039212160391412794
1.23766e+18,18.2938,16.84627,16.234070000000003,15.896339999999999,15.65199,2243,301,2,243,1.06738e+18,QSO,948,52428,91,-3909.8127397804396,1517.6694711509442,6346.729384916304
1.23766e+18,19.20208,17.636789999999998,16.8786,16.47922,16.18682,2964,301,1,476,1.4502e+18,GALAXY,1288,52731,135,-225.58464614764375,-176.38046517161598,276.41596929078133
1.23767e+18,17.91605,17.57691,17.793570000000003,18.04591,18.30273,5656,301,3,66,2.60317e+18,STAR,2312,53709,320,-0.2045894099731504,-0.027436171013509654,-0.025769559475543824
1.23766e+18,19.44792,19.29857,18.89232,18.63821,18.36371,3704,301,1,157,2.22149e+18,QSO,1973,53432,321,-1053.3887371555134,445.7574337291143,886.176303236912
1.23766e+18,19.18259,19.0777,18.70316,18.600479999999997,18.702779999999997,4294,301,1,43,9.35178e+18,QSO,8306,57419,194,-1222.0504378060261,2524.6875699968073,2870.973806649828
1.23766e+18,18.0062,16.45733,15.886029999999998,15.69956,15.615160000000001,2711,301,6,129,3.00618e+18,STAR,2670,54115,98,0.014219570824492916,-0.02031162058469887,-0.01862187772510797
1.23766e+18,19.16555,18.39483,17.99844,17.61257,17.53922,3893,301,5,281,1.55049e+18,GALAXY,1377,53050,452,-441.30737956563075,-217.39623145118938,430.5368692645397
1.23766e+18,19.04348,17.6901,17.165670000000002,16.98422,16.909660000000002,4335,301,3,194,2.68082e+18,STAR,2381,53762,173,0.588257984341855,-0.505650933506825,-0.44958411550812055
1.23765e+18,19.24851,17.0746,15.967839999999999,15.485729999999998,15.12435,1889,301,6,108,6.13713e+17,GALAXY,545,52202,356,-245.21372098131752,426.4518130439087,419.18632590454956
1.23766e+18,18.8152,18.7077,18.66153,18.36553,18.308870000000002,4294,301,2,98,8.21926e+18,QSO,7300,56707,697,-1554.587802188904,2566.9357315609222,4013.3679706975768
1.23767e+18,18.95642,17.687279999999998,17.1726,16.95769,16.869120000000002,4851,301,1,46,3.15365e+18,STAR,2801,54331,12,-0.504050927684851,-0.021241398449014365,-0.22587334126275968
1.23765e+18,18.53061,17.11486,16.41628,15.9586,15.65335,2076,301,5,145,6.15984e+17,GALAXY,547,51959,425,-95.56442321816965,138.41501705780587,166.10996561807798
1.23766e+18,18.87187,17.29935,16.58796,16.29714,16.11467,4134,301,2,185,2.85647e+18,STAR,2537,53917,234,-0.09184950806391012,0.046711274868598,-0.2698960893601302
1.23766e+18,18.984170000000002,18.82965,18.7824,18.37185,18.44324,3900,301,5,426,2.27558e+18,QSO,2021,53475,491,-3513.5519048511414,-950.5800790379598,3070.719929470483
1.23766e+18,18.96811,17.03428,16.13635,15.69195,15.332579999999998,4518,301,1,206,2.28002e+18,GALAXY,2025,53431,264,-276.90128985580327,99.32523224872621,197.84450151985325
1.23766e+18,18.77356,17.09443,16.30144,15.933679999999999,15.78616,2243,301,1,298,3.61529e+18,STAR,3211,54852,90,1.5203035694778362,-0.16531157702444482,-2.470736019381898
1.23766e+18,18.76993,17.23594,16.62951,16.41465,16.30892,4187,301,4,60,2.1596e+18,STAR,1918,53240,452,-0.4636923335148814,0.43657727430707294,-0.0007583377693554046
1.23768e+18,19.45243,17.39072,16.38342,15.94922,15.6199,7881,301,4,204,7.93785e+18,GALAXY,7050,56573,940,322.7238291924524,166.4137429645788,-28.915492478359713
1.23767e+18,19.428829999999998,18.72319,18.214979999999997,17.89003,17.67613,4858,301,1,455,1.21937e+18,GALAXY,1083,52520,56,566.1992448763247,152.32231769351569,-10.510438622994544
1.23767e+18,19.01859,18.811989999999998,18.56464,18.56854,18.60601,4552,301,4,68,2.36338e+18,QSO,2099,53469,410,-2762.036462935813,48.51711452166755,1949.8417822293368
1.23768e+18,19.543110000000002,19.376820000000002,19.059160000000002,19.06738,18.9039,8108,301,5,208,8.55696e+18,QSO,7600,56984,434,3134.1844412116648,-297.7664816664727,1322.1478908884158
1.23767e+18,17.60761,15.779020000000001,14.98806,14.652999999999999,14.45481,5598,301,1,18,2.60086e+18,STAR,2310,53710,97,-1.5180093588986805,0.39835065421906946,-0.16346427572476538
1.23767e+18,19.31835,17.853089999999998,17.02717,16.56062,16.22632,5935,301,4,270,2.91734e+18,QSO,2591,54140,485,-391.9514233962348,165.66497899846797,137.8529903862168
1.23768e+18,19.0274,18.81123,18.65654,18.3111,18.2984,7907,301,4,180,8.86424e+18,QSO,7873,57307,99,4848.500364128704,1410.9639247220275,-211.772211562498
1.23768e+18,18.5234,18.37602,18.35001,18.16207,18.10933,7717,301,3,527,8.82277e+18,QSO,7836,57278,777,4326.6929309082825,2461.3150403061995,169.91141768882594
1.23766e+18,19.47939,18.034229999999997,17.26555,16.82615,16.546860000000002,3919,301,3,190,1.5628e+18,GALAXY,1388,53119,191,-252.62471532129845,-333.4906732316928,253.77179763831546
1.23767e+18,16.90776,16.654729999999997,16.64878,16.54376,16.32189,5322,301,4,175,2.83281e+18,QSO,2516,54241,157,-905.170429172405,-1337.924597058083,327.6805178974684
1.23766e+18,16.90136,15.1001,14.243739999999999,13.80705,13.46231,2243,301,2,190,8.65884e+17,GALAXY,769,54530,242,-103.86479120921015,67.97573546715324,162.97332141865235
1.23767e+18,18.17456,17.13648,16.839010000000002,16.74129,16.64035,6585,301,4,124,3.0333e+18,STAR,2694,54199,446,-0.1380309932116211,0.6623571712226668,0.36931597237154307
1.23768e+18,19.48047,19.22123,19.03487,18.93488,18.710179999999998,8108,301,4,210,8.55694e+18,QSO,7600,56984,380,4987.585041892218,-439.0125436133296,2061.3521602204314
1.23767e+18,19.15229,17.84044,17.317829999999997,17.10838,17.04365,5327,301,6,25,2.52991e+18,STAR,2247,54169,29,0.2054063774365827,1.2082993461946185,-1.0846251642704792
1.23766e+18,18.8344,17.7831,17.16534,16.82175,16.63425,3894,301,6,35,1.91642e+18,GALAXY,1702,53144,521,-435.2753832332033,-241.45366857758512,109.94600077485084
1.23766e+18,19.27825,18.07264,17.56414,17.29267,17.15858,3704,301,3,64,1.7926e+18,GALAXY,1592,52990,594,-181.38476930940996,147.74225740304007,151.91159879177167
1.23767e+18,19.44065,17.7011,17.079439999999998,16.80313,16.641170000000002,5060,301,2,56,2.58961e+18,STAR,2300,53682,134,-0.13913887450071885,-0.9335125889171464,-1.715324189163596
1.23766e+18,18.32226,17.00394,16.533279999999998,16.38746,16.30692,4263,301,3,129,1.67763e+18,STAR,1490,52994,154,0.06310302855851653,0.0021544201827979476,-0.00043849048399814493
1.23765e+18,19.33308,17.666179999999997,17.01339,16.69877,16.45411,1345,301,6,471,6.83588e+17,GALAXY,607,52368,606,-75.28574464190429,-64.9857019517462,182.0786989102403
1.23766e+18,18.94823,17.600820000000002,17.07592,16.871170000000003,16.7808,3900,301,3,599,3.30458e+18,STAR,2935,54652,231,0.7138114866325628,0.7333369423229954,-0.6420481156527094
1.23766e+18,18.14092,16.7199,16.18348,15.99649,15.95144,4263,301,4,345,8.25636e+18,STAR,7333,56686,510,0.5398370404585937,0.3691952764292637,0.0017423424953953652
1.23767e+18,19.31126,17.1443,16.210160000000002,15.861620000000002,15.68038,4674,301,5,136,3.81343e+18,STAR,3387,54951,13,0.29138295296820893,0.28186975513995316,-0.16769739737831624
1.23766e+18,18.49266,18.1295,18.27971,18.13373,18.13414,3704,301,2,29,1.17513e+19,QSO,10437,58135,993,-1265.8574110143227,1228.5472238893096,1022.160745320914
1.23767e+18,17.95295,16.79127,16.46104,16.37367,16.364620000000002,6004,301,3,27,2.31495e+18,STAR,2056,53463,346,-0.25050856253320314,0.4299138701734229,0.06635713386757094
1.23767e+18,19.409110000000002,19.11599,18.85762,18.69503,18.72235,5973,301,3,110,9.45759e+17,QSO,840,52374,12,-4289.331250295584,57.3389444852603,320.431970440321
1.23767e+18,17.73275,16.75205,16.45362,16.34695,16.282239999999998,5598,301,6,13,2.60096e+18,STAR,2310,53710,460,-2.655734565152221,0.7356469469142884,-0.3826783292667113
1.23767e+18,18.4318,17.34398,16.84121,16.49271,16.303639999999998,4569,301,3,228,2.18889e+18,GALAXY,1944,53385,512,-164.80399507467797,113.00131894927833,107.63919761648641
1.23766e+18,18.778470000000002,19.15169,19.63814,20.034129999999998,20.20898,3647,301,3,78,1.79598e+18,STAR,1595,52999,623,-1.8666218880083398,1.1218959377667839,1.6022686585510189
1.23767e+18,19.496560000000002,18.25156,17.672179999999997,17.33951,17.12485,5115,301,3,25,2.4985e+18,GALAXY,2219,53816,469,-377.88058511885527,40.47607929504675,193.2838915683145
1.23767e+18,18.18608,18.049310000000002,17.751929999999998,17.73256,17.782529999999998,5137,301,4,308,7.23519e+18,QSO,6426,56334,562,-3093.553824582053,1139.970905836614,1392.8185249703756
1.23768e+18,19.19185,18.20288,17.86562,17.73201,17.66568,7713,301,5,196,6.90421e+18,STAR,6132,56267,696,-6.161392180575054,0.5851132907189037,-2.00356769574628
1.23767e+18,18.95191,17.26748,16.41718,15.98117,15.655520000000001,4649,301,5,138,2.2272e+18,GALAXY,1978,53473,610,-374.88782159948704,-169.48545864233196,229.5156304127424
1.23765e+18,18.64669,18.296879999999998,17.766,17.3947,17.329,752,301,2,350,3.31086e+17,QSO,294,51986,260,-824.2710412325149,-234.7548396181322,-12.269931787090858
1.23765e+18,18.00856,16.58257,15.99671,15.761029999999998,15.62994,752,301,1,535,3.73131e+18,STAR,3314,54970,269,0.8795632031221569,0.8405045590576629,0.024735305809861847
1.23766e+18,19.01087,18.10741,17.83641,17.69748,17.71976,2662,301,1,272,8.83617e+18,STAR,7848,56959,386,-1.5111188017559223,0.04163290277947473,0.02576591901748804
1.23768e+18,19.41264,18.4849,18.17321,18.0497,17.97373,7712,301,4,60,5.78955e+18,STAR,5142,55825,634,-1.6564977335819084,1.4047378228983152,-0.0783396278660367
1.23767e+18,18.27524,17.062179999999998,16.59352,16.424670000000003,16.358610000000002,5403,301,5,128,3.15041e+18,STAR,2798,54397,500,-0.009312442308577019,0.057903894971249564,-0.05249603175171046
1.23767e+18,18.242070000000002,16.3195,15.607820000000002,15.373439999999999,15.273660000000001,5972,301,2,113,3.00281e+18,STAR,2667,54142,136,-0.3643984109048852,0.39583960843769667,0.09619895536110708
1.23767e+18,18.95116,18.80219,18.66318,18.58698,18.626360000000002,5061,301,1,324,1.17917e+19,QSO,10473,58142,536,-3613.4389871268654,1054.0324046799356,1935.670074535031
1.23766e+18,19.46125,19.33318,19.36293,19.14462,19.11528,2243,301,2,172,8.63595e+17,QSO,767,52252,109,-2521.91534397118,1903.3261674718326,3944.2328843995942
1.23767e+18,18.56308,18.519470000000002,18.2663,18.22883,18.2457,4670,301,2,213,2.42746e+18,QSO,2156,54525,60,-2532.6883415484876,-2998.3175567507733,1414.6902719825366
1.23766e+18,19.35053,18.73009,18.47741,18.3906,18.20363,3058,301,6,26,7.84661e+18,QSO,6969,56420,780,-3008.1160092518257,-157.04363939962627,5042.532687983161
1.23767e+18,18.8068,17.158739999999998,16.586779999999997,16.3824,16.26801,4851,301,5,33,3.15374e+18,STAR,2801,54331,338,0.18327323789126904,0.0008210595507403755,0.08789526309904283
1.23768e+18,18.91863,17.03881,16.19281,15.760229999999998,15.453520000000001,7778,301,6,351,4.91593e+18,GALAXY,4366,55536,914,294.022014657358,26.71829448377506,-7.380332824179423
1.23766e+18,17.110570000000003,16.00855,15.641020000000001,15.496479999999998,15.4851,3704,301,1,130,2.68764e+18,STAR,2387,53770,409,0.23193497915343902,-0.1218244773171048,-0.19344060819234618
1.23767e+18,19.302989999999998,17.11538,16.211389999999998,15.901129999999998,15.741539999999999,6597,301,4,72,3.05359e+18,STAR,2712,54409,541,-0.07667756454483822,0.26027920850144876,0.06279758974844454
1.23766e+18,17.85259,16.60749,16.04221,15.815439999999999,15.722370000000002,3225,301,4,286,3.89237e+18,STAR,3457,54984,470,0.42313238301014056,1.3585417856703474,-0.9572189627532816
1.23768e+18,19.418229999999998,19.055329999999998,18.74983,18.5071,18.56155,7699,301,2,28,8.63463e+18,QSO,7669,57329,392,4230.777427553416,-698.9947129847318,1895.2446958264247
1.23767e+18,17.73848,17.83135,17.73355,17.75978,17.13276,4678,301,3,105,3.13912e+18,QSO,2788,54553,395,-852.7802020521532,-645.9339548553036,421.48959427151806
1.23766e+18,19.5524,19.37605,19.25956,19.01216,19.0822,3530,301,1,303,1.61679e+18,QSO,1436,53054,2,-3109.8545143803167,717.6714600918324,3194.8795140509496
1.23767e+18,18.97145,17.737370000000002,17.18969,16.98622,16.87721,5934,301,5,86,3.64911e+18,STAR,3241,54884,235,-0.8853501763327987,-0.6484186181306514,-0.4765837853147228
1.23766e+18,18.40285,16.3884,15.29224,14.846179999999999,14.491539999999999,3909,301,4,103,6.13855e+18,GALAXY,5452,55957,532,-404.3925375043269,-242.48830229189403,75.61323361625507
1.23767e+18,19.32881,19.05644,18.883010000000002,18.967489999999998,18.83803,4678,301,5,300,2.47924e+18,QSO,2202,53566,43,-1227.561673984262,-2841.598080392197,736.1644492703699
1.23767e+18,16.67323,15.4668,15.06042,14.978229999999998,14.955029999999999,6004,301,3,157,2.90151e+18,STAR,2577,54086,231,-0.4839892896628496,0.41671163588851545,0.1405056674768359
1.23766e+18,18.57195,17.5934,17.33231,17.23876,17.24752,3647,301,3,96,9.93611e+18,STAR,8825,57451,162,0.7908883118268139,-0.4184810213557846,-0.6832711431793694
1.23766e+18,19.24203,17.586479999999998,16.96369,16.69736,16.45608,3705,301,3,156,1.49645e+18,GALAXY,1329,52767,473,-135.07249281031406,-133.85719469506628,228.47695825593235
1.23767e+18,19.20844,18.14601,17.777829999999998,17.61959,17.54223,5655,301,2,175,2.59861e+18,STAR,2308,54379,133,-4.171257286315253,2.149373507222015,-0.454751492761557
1.23766e+18,19.50209,19.21829,18.98799,19.0614,18.92586,3838,301,3,50,1.87805e+18,QSO,1668,53433,177,-1885.7782016591495,-799.7297593990634,2518.730781650118
1.23766e+18,17.62699,16.53163,16.18562,16.07078,16.03937,3893,301,1,206,1.63939e+18,STAR,1456,53115,272,0.6591122610144856,0.12935626337406653,-0.5908988771554792
1.23767e+18,19.01296,18.57166,18.49288,18.56776,18.44316,5061,301,5,27,2.5491e+18,QSO,2264,53682,240,-1238.8381763177276,2286.8352184617993,623.71415687533
1.23767e+18,19.56656,19.37136,19.2674,19.10231,18.97093,5935,301,4,245,6.00354e+18,QSO,5332,55981,896,-4532.545054834964,2285.1922200069944,1579.3084403955052
1.23766e+18,18.32602,17.12024,17.12184,17.18062,17.249670000000002,2247,301,1,96,9.4354e+17,STAR,838,52378,129,-5.018825773797223,0.43083587248194144,0.3382876740081782
1.23766e+18,18.18344,17.32306,17.068920000000002,16.98966,16.96646,2821,301,4,45,6.46267e+18,STAR,5740,55998,11,-0.9841634109317366,0.6308173327412206,1.3405629334946103
1.23766e+18,19.1923,18.01689,17.31821,16.92243,16.72235,3971,301,5,114,1.92316e+18,GALAXY,1708,53503,429,-414.6278601924836,-299.5570879184279,122.5389731252941
1.23766e+18,16.613410000000002,16.124779999999998,15.291139999999999,26.49636,15.433110000000001,2248,301,4,201,1.20719e+19,QSO,10722,58281,130,-679.2413767895862,-2679.244519124202,1952.733098709932
1.23766e+18,17.885270000000002,16.94184,16.64187,16.52544,16.47569,3606,301,3,60,1.2008e+19,STAR,10665,58456,930,0.7033425604911852,-0.7621325086806678,-0.628626545273343
1.23766e+18,18.52901,17.79587,17.61046,17.23921,17.21138,2830,301,1,20,1.04376e+18,GALAXY,927,52577,185,-139.34974225843754,292.7093834349502,135.3873867187613
1.23767e+18,17.58687,16.51098,16.21412,16.04491,16.03221,6573,301,1,264,8.55848e+17,STAR,760,52264,597,-0.1051560969205864,0.1471278539891987,0.15978218955318554
1.23765e+18,16.96837,15.522110000000001,15.01767,14.81456,14.73005,752,301,1,362,3.26629e+18,STAR,2901,54652,209,-0.08604920547029771,-0.027610241988589128,-0.0017429274090716169
1.23768e+18,18.13092,17.10013,16.76314,16.64442,16.60151,7713,301,6,127,5.66794e+18,STAR,5034,56190,564,-3.034968033080283,0.8852263047453365,-0.9934046808000756
1.23766e+18,19.470979999999997,18.18777,17.530379999999997,17.17866,16.96116,2830,301,5,421,9.94341e+17,GALAXY,883,52430,622,-161.04414190275287,-14.471794370846965,214.895582199556
1.23767e+18,17.834789999999998,16.81017,16.3727,16.11082,15.889679999999998,4649,301,3,315,2.43427e+18,GALAXY,2162,54207,258,-102.70018861571268,-132.6164314384168,64.3962121862212
1.23766e+18,18.44933,16.907729999999997,16.1012,15.68697,15.39161,2826,301,3,245,1.475e+18,GALAXY,1310,53033,269,-109.27851378668207,16.48530303256755,168.0520107709063
1.23767e+18,18.92401,17.85819,17.37408,17.06103,16.867639999999998,4674,301,1,212,3.14703e+18,GALAXY,2795,54563,509,-107.70635000041923,-153.38531266267245,58.15866822531128
1.23766e+18,18.605610000000002,18.24157,18.32378,18.2414,18.303539999999998,3225,301,2,67,1.30722e+18,QSO,1161,52703,183,-1106.2874894836866,-821.5323488041239,1986.847204344448
1.23766e+18,18.79184,18.04148,17.62165,17.428810000000002,17.72158,2826,301,1,286,1.47945e+18,GALAXY,1314,53050,47,-63.18710936804219,-2.953796268489435,95.71850941801294
1.23767e+18,18.74194,17.59262,17.27348,17.03875,16.88737,5322,301,5,188,2.8374e+18,GALAXY,2520,54584,471,-77.37933727622894,-123.6546655853598,29.69024809168313
1.23766e+18,18.546470000000003,18.428829999999998,18.35538,18.21335,18.22857,2391,301,3,35,2.05367e+18,QSO,1824,53491,109,-3769.072172870602,-2377.821187883775,500.24308801173635
1.23766e+18,19.01762,18.126070000000002,17.74955,17.61554,17.54457,2243,301,3,183,2.70671e+18,STAR,2404,53764,168,1.9713250714898989,-1.3773910558240376,-3.1380157756290177
1.23766e+18,19.10282,19.02337,19.122020000000003,18.90429,18.955270000000002,3836,301,2,475,6.1611e+18,QSO,5472,55976,621,-3753.071902224534,-3218.6666964973097,846.9017402740747
1.23766e+18,17.99533,16.72245,16.17576,15.844510000000001,15.70103,3698,301,2,29,1.52901e+18,GALAXY,1358,52994,146,-219.7449644490897,99.1812255847753,223.96877192374706
1.23765e+18,18.92679,17.623089999999998,16.90413,16.36896,16.14617,1458,301,5,599,6.01323e+17,GALAXY,534,51997,338,-419.5560469216245,-289.19203837545064,25.00503693165965
1.23767e+18,19.43231,18.30963,17.82805,17.71944,17.65932,5322,301,2,155,3.10079e+18,STAR,2754,54240,208,-0.2686454752749206,-0.35419436290222134,0.08975137998208581
1.23767e+18,19.32787,18.244120000000002,17.75662,17.41555,17.255029999999998,5061,301,1,165,2.57398e+18,GALAXY,2286,53700,622,-205.2474197050321,179.29563477197772,101.68670004269526
1.23766e+18,17.65512,15.91589,15.14815,14.77886,14.4957,3225,301,4,32,1.30393e+18,GALAXY,1158,52668,513,-79.01574203599294,-43.1369837798676,144.24021585055485
1.23767e+18,17.98749,17.639860000000002,17.62483,17.51446,17.40864,5194,301,4,831,2.84523e+18,QSO,2527,54569,297,-799.7763483223852,-1510.6275586229156,389.30991646068895
1.23766e+18,18.93512,17.0432,16.1677,15.75716,15.430229999999998,3187,301,2,47,1.49977e+18,GALAXY,1332,52781,270,-118.09801731875669,-152.37749784003552,198.28736861006357
1.23767e+18,18.91413,17.302889999999998,16.675,16.46247,16.36062,4887,301,4,219,2.63135e+18,STAR,2337,53740,436,0.0871444725693146,-0.33505194228285884,-0.7668817557892927
1.23767e+18,18.79971,17.04524,16.1529,15.764220000000002,15.45825,5360,301,6,164,2.80815e+18,GALAXY,2494,54174,563,-347.0126848881459,56.94751304918056,114.08688526053984
1.23765e+18,18.935679999999998,17.54381,16.93543,16.73263,16.59433,1412,301,6,142,3.23488e+18,STAR,2873,54505,607,-0.02092289548606016,0.0021609376682105983,0.05260477924507308
1.23766e+18,19.0085,18.47707,18.34536,18.4017,18.1855,4294,301,1,186,2.1122e+18,QSO,1876,54464,29,-878.0091520620099,803.255722824155,2368.0249310339636
1.23767e+18,18.7069,16.761979999999998,15.8322,15.413870000000001,15.0652,5072,301,5,48,2.22718e+18,GALAXY,1978,53473,563,-258.55360038864814,-114.90178255986436,159.92792868551837
1.23766e+18,18.91315,18.7585,18.58614,18.72917,18.8061,3600,301,4,36,5.0456e+17,QSO,448,51900,572,-1304.281232080852,1329.099979747964,2907.4497776411504
1.23765e+18,19.31852,18.31107,18.00468,17.87185,17.79711,1239,301,6,68,8.39045e+18,STAR,7452,56745,874,-3.3125738617823037,3.871927460209492,0.07735274043288176
1.23766e+18,17.83407,16.820999999999998,16.49413,16.373179999999998,16.34218,4263,301,3,49,7.64493e+17,STAR,679,52177,27,0.5682234605514329,-0.09928889291229952,-0.003197538324731206
1.23765e+18,19.51086,19.050910000000002,18.48601,18.260579999999997,17.82582,752,301,1,506,3.45711e+17,QSO,307,51663,219,-893.8712979563253,-730.4542068650491,-21.593974219832138
1.23768e+18,18.858220000000003,17.38556,16.46164,15.93474,15.43506,8105,301,3,28,7.04143e+18,GALAXY,6254,56268,192,130.43131023269754,28.97156603189122,76.25732746637848
1.23765e+18,18.44375,17.53037,17.31466,17.31782,18.75798,1231,301,1,65,3.71549e+17,GALAXY,330,52370,9,-2707.632001016471,47.533321032833484,-168.5997844100939
1.23766e+18,18.93396,18.684260000000002,18.29019,18.2311,18.29138,3180,301,5,175,1.18461e+18,QSO,1052,52466,585,-1702.9435114522134,-2414.850691095035,2812.331301461665
